t,p1_x1,p1_x2,p1_v1,p1_v2,p2_x1,p2_x2,p2_v1,p2_v2,p3_x1,p3_x2,p3_v1,p3_v2
4.704,-0.286873056,-0.362750311,-0.917410533,-0.801222561,-0.770946807,0.173758851,0.919494632,0.320013977,1.057819863,0.18899146,-0.002084099,0.481208585
4.72,-0.30128557,-0.375050657,-0.930346804,-0.775606829,-0.756412499,0.178574819,0.9438547,0.297233869,1.057698069,0.196475838,-0.013507896,0.478372959
4.736,-0.315896291,-0.386942267,-0.942709982,-0.748750288,-0.741502813,0.183025816,0.967510061,0.273199337,1.057399104,0.203916451,-0.024800079,0.475550951
4.752,-0.330694591,-0.398405551,-0.954374644,-0.720702625,-0.726230321,0.187092391,0.990350037,0.24795821,1.056924911,0.21131316,-0.035975393,0.472744415
4.768,-0.345668615,-0.409422391,-0.965218778,-0.691525391,-0.710608581,0.190756177,1.012267753,0.221570996,1.056277197,0.218666214,-0.047048974,0.469954395
4.784,-0.360804643,-0.41997573,-0.975125076,-0.661293208,-0.694652787,0.193999854,1.033160868,0.194111921,1.05545743,0.225975876,-0.058035792,0.467181287
4.8,-0.376087169,-0.430049776,-0.983982896,-0.630093421,-0.678379678,0.196807369,1.052933549,0.165668559,1.054466848,0.233242408,-0.068950652,0.464424863
4.816,-0.391499031,-0.439630196,-0.991690209,-0.598025397,-0.661807429,0.199164132,1.071498409,0.136341109,1.05330646,0.240466064,-0.0798082,0.461684288
4.832,-0.40702155,-0.448704291,-0.998155431,-0.565199466,-0.644955496,0.201057208,1.088778355,0.10624133,1.051977046,0.247647082,-0.090622924,0.458958136
4.848,-0.422634714,-0.457261161,-1.003299084,-0.531735545,-0.627844449,0.202475489,1.104708248,0.075491141,1.050479163,0.254785672,-0.101409164,0.456244404
4.864,-0.438317372,-0.465291843,-1.00705523,-0.497761449,-0.610495771,0.203409835,1.119236339,0.044220935,1.048813143,0.261882008,-0.112181109,0.453540514
4.88,-0.454047461,-0.472789414,-1.009372585,-0.463410975,-0.59293164,0.203853194,1.132325392,0.01256765,1.046979101,0.26893622,-0.122952807,0.450843325
4.896,-0.469802235,-0.479749074,-1.010215308,-0.428821786,-0.575174697,0.20380069,1.143953469,-0.019327343,1.044976932,0.275948384,-0.133738161,0.44814913
4.912,-0.485558513,-0.486168184,-1.0095634,-0.394133209,-0.557247801,0.203249669,1.154114335,-0.051320446,1.042806314,0.282918515,-0.144550935,0.445453655
4.928,-0.501292926,-0.492046278,-1.007412719,-0.359483984,-0.539173788,0.202199723,1.162817475,-0.083268072,1.040466713,0.289846555,-0.155404756,0.442752056
4.944,-0.516981393,-0.497384787,-1.003774836,-0.325011768,-0.520976119,0.200652757,1.170087407,-0.115027274,1.037957512,0.29673203,-0.166312571,0.440039042
4.96,-0.532602437,-0.502188,-0.998675512,-0.290844315,-0.502675072,0.198612609,1.175964308,-0.146464017,1.035277509,0.30357539,-0.177288796,0.437308332
4.976,-0.548132783,-0.506461403,-0.992154733,-0.257107758,-0.484292877,0.196085431,1.180500831,-0.177445679,1.032425661,0.310375972,-0.188346098,0.434553437
4.992,-0.56355065,-0.510212636,-0.984264752,-0.223918214,-0.465849951,0.193079295,1.183762281,-0.207848899,1.029400601,0.317133341,-0.199497529,0.431767114
5.008,-0.578835157,-0.513451075,-0.975068711,-0.191382135,-0.447365603,0.189604127,1.185824697,-0.237559339,1.02620076,0.323846948,-0.210755986,0.428941474
5.024,-0.593966483,-0.516187677,-0.964638979,-0.159595277,-0.428857886,0.185671564,1.186773184,-0.266472685,1.022824369,0.330516113,-0.222134205,0.426067963
5.04,-0.608925996,-0.518434802,-0.953055412,-0.128641991,-0.410343464,0.181294784,1.186700154,-0.294495339,1.019269461,0.337140017,-0.233644742,0.42313733
5.056,-0.623696359,-0.520206035,-0.940403594,-0.098594811,-0.391837516,0.176488341,1.185703562,-0.321544794,1.015533875,0.343717694,-0.245299968,0.420139605
5.072,-0.638261601,-0.521516,-0.926773124,-0.069514336,-0.373353659,0.171267986,1.183885172,-0.347549721,1.011615259,0.350248014,-0.257112048,0.417064057
5.088,-0.65260717,-0.522380172,-0.912255981,-0.04144938,-0.354903904,0.165650499,1.1813489,-0.372449788,1.007511074,0.356729674,-0.269092918,0.413899168
5.104,-0.666719958,-0.522814702,-0.896945025,-0.014437339,-0.336498635,0.159653518,1.17819929,-0.396195253,1.003218593,0.363161184,-0.281254265,0.410632591
5.12,-0.680588304,-0.522836234,-0.880932636,0.01149525,-0.318146608,0.153295376,1.17454013,-0.418746363,0.998734912,0.369540857,-0.293607494,0.407251113
5.136,-0.694201976,-0.522461749,-0.86430953,0.036332003,-0.299854976,0.146594957,1.170473227,-0.440072611,0.994056952,0.375866792,-0.306163696,0.403740609
5.152,-0.707552137,-0.521708408,-0.847163755,0.060065877,-0.281629323,0.139571549,1.166097364,-0.46015188,0.989181461,0.382136859,-0.318933609,0.400086004
5.168,-0.720630664,-0.520593479,-0.829580727,0.082697203,-0.263474613,0.132245096,1.161507651,-0.478968619,0.984105278,0.388348383,-0.331926925,0.396271416
5.184,-0.733432638,-0.519133974,-0.811639103,0.104237156,-0.245391694,0.124634632,1.156793904,-0.49651651,0.978824332,0.394499342,-0.345154802,0.392279355
5.2,-0.745952426,-0.51734687,-0.793415467,0.124700157,-0.227382719,0.116760345,1.152041445,-0.512791954,0.973335145,0.400586524,-0.358625978,0.388091797
5.216,-0.758186189,-0.515248807,-0.774980548,0.144107463,-0.209447663,0.108642076,1.14732979,-0.527796862,0.967633852,0.406606731,-0.372349242,0.3836894
5.232,-0.770131146,-0.512856056,-0.756399858,0.162485146,-0.191585309,0.100299605,1.142732579,-0.541536782,0.961716455,0.412556451,-0.386332721,0.379051636
5.248,-0.781785502,-0.510184451,-0.737733587,0.179863263,-0.173793336,0.091752605,1.138317386,-0.554020017,0.955578838,0.418431846,-0.400583799,0.374156753
5.264,-0.793148355,-0.507249328,-0.719036606,0.196275086,-0.156068417,0.083020602,1.134145617,-0.565256814,0.949216772,0.424228726,-0.415109011,0.368981728
5.28,-0.804219621,-0.504065486,-0.700358537,0.211756392,-0.138406316,0.074122953,1.130272479,-0.575258621,0.942625937,0.429942533,-0.429913942,0.363502229
5.296,-0.814999948,-0.500647149,-0.681743899,0.226344828,-0.120801985,0.065078831,1.126746996,-0.584037409,0.935801932,0.435568318,-0.445003097,0.357692581
5.312,-0.825490641,-0.497007943,-0.663232296,0.24007934,-0.103249656,0.05590722,1.123612072,-0.591605082,0.928740297,0.441100723,-0.460379775,0.351525742
5.328,-0.835693585,-0.493160881,-0.644858652,0.252999675,-0.085742943,0.046626927,1.120904566,-0.597972949,0.921436528,0.446533954,-0.476045914,0.344973274
5.344,-0.845611177,-0.489118351,-0.626653458,0.265145944,-0.068274929,0.037256585,1.118655389,-0.603151287,0.913886105,0.451861766,-0.492001931,0.338005343
5.36,-0.855246254,-0.484892116,-0.608643053,0.276558249,-0.05083826,0.027814681,1.116889596,-0.607148964,0.906084514,0.457077435,-0.508246543,0.330590715
5.376,-0.864602036,-0.480493314,-0.590849897,0.287276365,-0.033425238,0.018319574,1.115626474,-0.609973141,0.898027274,0.46217374,-0.524776576,0.322696776
5.392,-0.873681625,-0.475932696,-0.573293717,0.297339003,-0.016028761,0.008789996,1.114879641,-0.611628994,0.889710385,0.4671427,-0.541585924,0.31428999
5.408,-0.882489719,-0.471219731,-0.555988347,0.306785529,0.001361001,-0.000756792,1.114656982,-0.612119813,0.881128718,0.471976523,-0.558668635,0.305334285
5.424,-0.891029895,-0.466363966,-0.538947175,0.315652833,0.018751397,-0.010302155,1.114960903,-0.611446432,0.872278499,0.476666121,-0.576013728,0.295793599
5.44,-0.899306354,-0.461374152,-0.522179944,0.323977195,0.036150624,-0.019827926,1.115788167,-0.609607572,0.86315573,0.481202078,-0.593608223,0.285630377
5.456,-0.907323429,-0.456258483,-0.505693873,0.331793674,0.053566785,-0.029315899,1.117129934,-0.606599777,0.853756644,0.485574382,-0.611436061,0.274806103
5.472,-0.915085546,-0.451024618,-0.489493891,0.339136025,0.0710078,-0.038747798,1.118971717,-0.602417515,0.844077746,0.489772416,-0.629477826,0.263281489
5.488,-0.922597194,-0.445679699,-0.473582861,0.346036653,0.088481319,-0.048105245,1.121293328,-0.59705335,0.834115875,0.493784944,-0.647710467,0.251016697
5.504,-0.92986289,-0.440230373,-0.457961784,0.352526574,0.105994634,-0.057369734,1.1240688,-0.590498182,0.823868257,0.497600107,-0.666107015,0.237971608
5.52,-0.936887155,-0.434682813,-0.442629991,0.358635408,0.123554583,-0.066522605,1.127266294,-0.582741559,0.813332573,0.501205418,-0.684636303,0.224106151
5.536,-0.943674487,-0.429042744,-0.427585318,0.364391373,0.141167463,-0.075545027,1.13084801,-0.573772055,0.802507024,0.504587771,-0.703262691,0.209380682
5.552,-0.950229338,-0.423315458,-0.412824267,0.369821299,0.158838934,-0.084417986,1.134770091,-0.563577731,0.791390405,0.507733444,-0.721945824,0.193756433
5.568,-0.956556099,-0.417505842,-0.398342151,0.374950649,0.176573923,-0.093122281,1.138982549,-0.552146668,0.779982176,0.510628124,-0.740640398,0.17719602
5.584,-0.962659077,-0.411618395,-0.384133227,0.379803548,0.194376531,-0.101638531,1.143429209,-0.539467571,0.768282546,0.513256926,-0.759295982,0.159664023
5.6,-0.968542484,-0.405657249,-0.370190819,0.384402819,0.212249933,-0.109947186,1.148047702,-0.525530456,0.756292551,0.515604435,-0.777856883,0.141127637
5.616,-0.974210145,-0.39962649,-0.356508083,0.388769813,0.2301954,-0.118028164,1.152769267,-0.510328183,0.744014746,0.517654654,-0.796261184,0.12155837
5.632,-0.979666595,-0.393528984,-0.343075438,0.392925294,0.24821573,-0.125862469,1.157519804,-0.493854234,0.731450865,0.519391453,-0.814444365,0.10092894
5.648,-0.984915394,-0.387368179,-0.329884678,0.396888206,0.266309875,-0.133429854,1.16221868,-0.47610807,0.718605519,0.520798033,-0.832334002,0.079219864
5.664,-0.989960241,-0.381146937,-0.316926344,0.400676582,0.284476364,-0.140710493,1.166779965,-0.457093145,0.705483877,0.52185743,-0.849853621,0.056416563
5.68,-0.994804687,-0.374867846,-0.304190479,0.404307372,0.302712348,-0.147684658,1.171112642,-0.436818582,0.692092339,0.522552503,-0.866922163,0.03251121
5.696,-0.99945212,-0.368533239,-0.291666678,0.40779649,0.32101352,-0.154332811,1.175121183,-0.415300148,0.6784386,0.52286605,-0.883454504,0.007503658
5.712,-1.003905765,-0.36214521,-0.279344146,0.411158859,0.339374054,-0.160635719,1.178706285,-0.392561217,0.664531711,0.522780929,-0.899362139,-0.018597641
5.728,-1.008168676,-0.355705625,-0.267211739,0.414408457,0.35778655,-0.166574581,1.181765777,-0.368633691,0.650382126,0.522280206,-0.914554038,-0.045774766
5.744,-1.01224373,-0.34921614,-0.255258004,0.41755836,0.376242,-0.172131162,1.184195687,-0.343558836,0.636001729,0.521347302,-0.928937683,-0.073999524
5.76,-1.016133622,-0.342678214,-0.243471214,0.420620782,0.394729766,-0.177287953,1.185891495,-0.317388012,0.621403855,0.519966166,-0.942420282,-0.10323277
5.776,-1.019840864,-0.336093121,-0.231839393,0.423607116,0.413237586,-0.182028324,1.186749536,-0.290183241,0.606603278,0.518121445,-0.954910143,-0.133423875
5.792,-1.023367778,-0.329461966,-0.220350344,0.426527968,0.431751596,-0.186336702,1.186668554,-0.262017584,0.591616182,0.515798669,-0.966318209,-0.164510384
5.808,-1.026716496,-0.322785692,-0.208991667,0.429393196,0.450256384,-0.19019874,1.185551364,-0.232975279,0.576460112,0.512984432,-0.976559697,-0.196417917
5.824,-1.029888953,-0.316065094,-0.197750774,0.432211938,0.468735062,-0.193601491,1.183306597,-0.203151617,0.561153891,0.509666585,-0.985555824,-0.229060321
5.84,-1.032886745,-0.309301163,-0.186615448,0.434992508,0.487168474,-0.196533447,1.179850672,-0.172654019,0.545718271,0.50583461,-0.993235224,-0.262338489
5.856,-1.035711703,-0.302493769,-0.175571677,0.437742962,0.505538937,-0.198985248,1.175108798,-0.141595289,0.530172766,0.501479017,-0.999537122,-0.296147673
5.872,-1.038365011,-0.295643656,-0.164606931,0.440470309,0.523824977,-0.200948972,1.169017641,-0.110101536,0.514540034,0.496592627,-1.004410709,-0.330368772
5.888,-1.040847799,-0.288751133,-0.15370799,0.443181072,0.54200513,-0.202418852,1.161526205,-0.078304856,0.498842669,0.491169985,-1.007818216,-0.364876216
5.904,-1.04316099,-0.281816414,-0.142861484,0.445881175,0.560057242,-0.203391233,1.152597254,-0.046343164,0.483103748,0.485207646,-1.00973577,-0.399538011
5.92,-1.045305296,-0.27483962,-0.132053907,0.448575948,0.577958694,-0.203864643,1.142208308,-0.014358304,0.467346602,0.478704263,-1.010154401,-0.434217644
5.936,-1.047281218,-0.267820799,-0.121271613,0.451270148,0.595686634,-0.20383984,1.130352318,0.01750602,0.451594584,0.471660639,-1.009080705,-0.468776168
5.952,-1.049089043,-0.260759924,-0.110500816,0.453967958,0.613218222,-0.203319826,1.117037976,0.049106443,0.435870821,0.46407975,-1.00653716,-0.5030744
5.968,-1.050728842,-0.253656912,-0.09972759,0.456672996,0.63053088,-0.202309819,1.102289631,0.080302171,0.420197963,0.455966731,-1.002562042,-0.536975167
5.984,-1.052200469,-0.246511624,-0.088937867,0.459388316,0.647602524,-0.200817202,1.086146831,0.110957183,0.404597945,0.447328826,-0.997208964,-0.570345499
6,-1.053503554,-0.23932388,-0.078117434,0.462116404,0.664411805,-0.198851428,1.068663477,0.140942311,0.389091749,0.438175308,-0.990546043,-0.603058716
6.016,-1.054637507,-0.232093465,-0.06725193,0.464859177,0.680938316,-0.196423898,1.049906651,0.17013714,0.373699191,0.428517364,-0.982654721,-0.634996317
6.032,-1.055601511,-0.22482014,-0.056326843,0.467617966,0.697162792,-0.193547815,1.029955145,0.19843165,0.35843872,0.418367955,-0.973628302,-0.666049616
6.048,-1.056394524,-0.217503647,-0.045327502,0.470393514,0.713067276,-0.190238004,1.008897758,0.225727564,0.343327248,0.407741652,-0.963570257,-0.696121078
6.064,-1.057015271,-0.210143724,-0.034239077,0.473185952,0.728635263,-0.18651073,0.986831444,0.251939362,0.328380008,0.396654454,-0.952592366,-0.725125314
6.08,-1.057462228,-0.202740473,-0.023047127,0.475994647,0.743851075,-0.182383696,0.963860497,0.276993747,0.313611153,0.385124169,-0.94081337,-0.752988394
6.096,-1.057733698,-0.195292922,-0.01173539,0.478818728,0.758702907,-0.177875006,0.940090039,0.300834828,0.29903079,0.373167928,-0.928354648,-0.779653555
6.112,-1.057827674,-0.187801207,-0.000289079,0.481656233,0.773178404,-0.173004167,0.915630852,0.323416726,0.28464927,0.360805374,-0.915341773,-0.805072959
6.128,-1.057741937,-0.180265139,0.011307315,0.484504632,0.787267681,-0.167791082,0.890593096,0.344708248,0.270474256,0.34805622,-0.901900411,-0.82921288
6.144,-1.057474023,-0.172684571,0.023069475,0.487360652,0.800962564,-0.16225604,0.865085737,0.364691048,0.256511459,0.33494061,-0.888155212,-0.852051701
6.16,-1.057021222,-0.165059415,0.03501326,0.490220241,0.81425656,-0.156419521,0.839215058,0.383358843,0.242764662,0.321478936,-0.874228318,-0.873579084
6.176,-1.056380577,-0.157389653,0.047154698,0.493078524,0.827144808,-0.150302017,0.813083382,0.400716445,0.22923577,0.30769167,-0.86023808,-0.893794969
6.192,-1.055548878,-0.149675348,0.059509985,0.495929758,0.839624,-0.143923863,0.786788009,0.416778689,0.215924879,0.293599211,-0.846297994,-0.912708447
6.208,-1.054522662,-0.141916662,0.072095476,0.498767282,0.851692304,-0.137305091,0.760420377,0.431569267,0.202830358,0.279221753,-0.832515852,-0.930336549
6.224,-1.053298209,-0.134113866,0.084927668,0.501583463,0.863349265,-0.130465305,0.734065436,0.445119546,0.189948944,0.264579172,-0.818993105,-0.946703009
6.24,-1.051871541,-0.12626736,0.098023192,0.504369633,0.874595698,-0.123423567,0.707801228,0.457467378,0.177275843,0.249690926,-0.80582442,-0.961837011
6.256,-1.050238418,-0.118377686,0.111398784,0.507116032,0.885433581,-0.116198303,0.681698636,0.468655949,0.164804837,0.234575988,-0.79309742,-0.97577198
6.272,-1.048394343,-0.110445548,0.125071261,0.509811735,0.895865942,-0.108807233,0.65582131,0.478732681,0.152528401,0.219252781,-0.780892571,-0.988544417
6.288,-1.04633455,-0.102471831,0.139057486,0.512444587,0.905896743,-0.10126731,0.630225718,0.487748219,0.140437807,0.203739141,-0.769283205,-1.000192806
6.304,-1.044054132,-0.094458012,0.153373618,0.515000999,0.915530312,-0.093595058,0.604962546,0.495755123,0.12852382,0.188053071,-0.758336164,-1.010756123
6.32,-1.041547576,-0.08640461,0.168037882,0.51746637,0.924773103,-0.08580503,0.580072014,0.502808558,0.116774473,0.17220964,-0.748109896,-1.020274929
6.336,-1.038809438,-0.078313564,0.183066301,0.519824252,0.933630756,-0.077912051,0.555591649,0.508963199,0.105178683,0.156225615,-0.73865795,-1.028787452
6.352,-1.035833908,-0.070186689,0.198475415,0.522056771,0.942109913,-0.06992971,0.53155168,0.514274208,0.093723995,0.140116399,-0.730027095,-1.036330979
6.368,-1.03261492,-0.06202609,0.214281502,0.524144412,0.950217645,-0.061870742,0.507976708,0.518796265,0.082397275,0.123896832,-0.72225821,-1.042940677
6.384,-1.029146155,-0.05383419,0.230500485,0.526065932,0.957961361,-0.053747034,0.484886129,0.522583115,0.071184794,0.107581224,-0.715386614,-1.048649047
6.4,-1.025421052,-0.045613759,0.247147817,0.527798275,0.96534874,-0.045569643,0.462294578,0.525687182,0.060072312,0.091183402,-0.709442395,-1.053485458
6.416,-1.021432812,-0.03736794,0.264238351,0.52931648,0.972387651,-0.037348823,0.440212365,0.528159273,0.049045161,0.074716763,-0.704450716,-1.057475753
6.432,-1.017174409,-0.029100281,0.281786199,0.530593598,0.979086096,-0.029094048,0.418645895,0.530048335,0.038088313,0.058194329,-0.700432095,-1.060641933
6.448,-1.012638605,-0.020814767,0.299804562,0.531600616,0.985452146,-0.020814045,0.397598083,0.531401283,0.027186459,0.041628812,-0.697402644,-1.063001899
6.464,-1.007817964,-0.012515851,0.31830554,0.53230638,0.991493895,-0.012516825,0.377068737,0.532262871,0.016324069,0.025032676,-0.695374276,-1.064569251
6.48,-1.002704872,-0.00420849,0.337299928,0.532677533,0.997219412,-0.004209719,0.357054923,0.532675611,0.005485459,0.008418209,-0.694354851,-1.065353144
6.496,-0.997291556,0.004101821,0.356796979,0.532678466,1.002636701,0.004100587,0.337551308,0.532679729,-0.005345145,-0.008202408,-0.694348287,-1.065358196
6.512,-0.991570115,0.012409014,0.376804144,0.532271284,1.007753664,0.012408018,0.318550464,0.532313151,-0.01618355,-0.024817032,-0.695354608,-1.064584435
6.528,-0.985532849,0.020706005,0.397325768,0.531415844,1.012577847,0.020706666,0.300044057,0.531611557,-0.027044998,-0.041412671,-0.697369825,-1.0630274
6.544,-0.9791711,0.028986287,0.41836683,0.530069581,1.017117338,0.028992381,0.282019495,0.530608262,-0.037946239,-0.057978668,-0.700386326,-1.060677843
6.56,-0.972477061,0.037241449,0.439926566,0.528187801,1.021379333,0.037260295,0.264465613,0.529334475,-0.048902272,-0.074501744,-0.704392179,-1.057522276
6.576,-0.965442661,0.045462775,0.462002105,0.525723617,1.025371073,0.045506418,0.247369223,0.527819238,-0.059928413,-0.090969193,-0.709371328,-1.053542855
6.592,-0.958059896,0.0536408,0.484587088,0.522628105,1.029099586,0.053727197,0.230716224,0.526089525,-0.07103969,-0.107367997,-0.715303312,-1.04871763
6.608,-0.950320895,0.061765282,0.50767126,0.518850484,1.032571673,0.061919483,0.214491772,0.524170321,-0.082250778,-0.123684765,-0.722163032,-1.043020805
6.624,-0.942217977,0.069825172,0.531240046,0.514338346,1.0357939,0.070080503,0.19868042,0.52208471,-0.093575923,-0.139905675,-0.729920466,-1.036423055
6.64,-0.933743727,0.077808595,0.555274112,0.509037964,1.038772589,0.078207828,0.183266252,0.519853955,-0.105028861,-0.156016423,-0.738540364,-1.028891919
6.656,-0.924891072,0.085702828,0.579748931,0.502894665,1.041513808,0.08629935,0.168232992,0.517497593,-0.116622736,-0.172002178,-0.747981922,-1.020392259
6.672,-0.915653362,0.093494293,0.604634346,0.495853292,1.044023371,0.094353249,0.153564104,0.51503352,-0.128370009,-0.187847542,-0.75819845,-1.010886813
6.688,-0.906024467,0.101168548,0.629894162,0.487858747,1.046306832,0.102367976,0.139242873,0.512478076,-0.140282365,-0.203536524,-0.769137035,-1.000336823
6.704,-0.89599887,0.108710299,0.655485763,0.478856636,1.048369484,0.110342223,0.125252477,0.509846132,-0.152370614,-0.219052522,-0.780738241,-0.988702767
6.72,-0.88557177,0.116103412,0.681359784,0.468794003,1.050216356,0.118274903,0.11157605,0.50715117,-0.164644585,-0.234378315,-0.792935834,-0.975945173
6.736,-0.874739194,0.123330943,0.707459848,0.457620172,1.051852214,0.12616513,0.098196726,0.504405363,-0.17711302,-0.249496074,-0.805656574,-0.962025535
6.752,-0.863498662,0.130374844,0.73372111,0.445288303,1.053281497,0.134011814,0.085098323,0.501619788,-0.189782835,-0.264386658,-0.818819433,-0.946908091
6.768,-0.851847079,0.137217386,0.760075356,0.431753943,1.054508586,0.141815179,0.07226282,0.498803947,-0.202661507,-0.279032565,-0.832338176,-0.93055789
6.784,-0.839784156,0.143839165,0.786443356,0.416979737,1.055537388,0.149574439,0.059674235,0.495966656,-0.215753232,-0.293413605,-0.846117591,-0.912946394
6.8,-0.827310331,0.150220586,0.812740244,0.400934229,1.056371627,0.157289321,0.047316067,0.493115563,-0.229061296,-0.307509907,-0.860056312,-0.894049792
6.816,-0.814427417,0.15634162,0.838874665,0.383593616,1.057014768,0.164959661,0.035171961,0.49025734,-0.242587351,-0.321301282,-0.874046626,-0.873850956
6.832,-0.8011387,0.162181934,0.86474939,0.364942943,1.057470025,0.172585396,0.023225718,0.487397743,-0.256331325,-0.33476733,-0.887975109,-0.852340686
6.848,-0.787449024,0.16772104,0.890262156,0.344977259,1.057740358,0.180166542,0.011461307,0.484541655,-0.270291335,-0.347887581,-0.901723464,-0.829518914
6.864,-0.773364859,0.172938454,0.915306722,0.323702696,1.057828482,0.187703187,-0.000137131,0.481693141,-0.284463623,-0.360641641,-0.915169591,-0.805395837
6.88,-0.758894356,0.177813885,0.939774149,0.301137438,1.057736861,0.195195477,-0.011585283,0.478855483,-0.298842505,-0.373009361,-0.928188866,-0.779992921
6.896,-0.744047378,0.182327422,0.963554283,0.277312507,1.05746772,0.2026436,-0.02289866,0.476031222,-0.313420343,-0.384971022,-0.940655623,-0.753343729
6.912,-0.728835503,0.186459743,0.986537428,0.252272344,1.057023042,0.210047781,-0.034092598,0.47322219,-0.328187539,-0.396507525,-0.95244483,-0.725494534
6.928,-0.713272007,0.190192327,1.008616165,0.226075124,1.05640457,0.217408269,-0.045182262,0.470429541,-0.343132563,-0.407600596,-0.963433903,-0.696504666
6.944,-0.697371811,0.193507667,1.029687276,0.198792766,1.055613814,0.224725322,-0.056182648,0.467653781,-0.358242004,-0.418232988,-0.973504627,-0.666446547
6.96,-0.681151399,0.196389482,1.049653718,0.17051062,1.054652052,0.231999204,-0.06710859,0.464894785,-0.373500654,-0.428388686,-0.982545128,-0.635405405
6.976,-0.664629527,0.198822817,1.068425681,0.141328253,1.05352039,0.239229819,-0.077974226,0.462151954,-0.388890863,-0.438052637,-0.990451455,-0.603480207
6.992,-0.647823824,0.200794689,1.085926077,0.111352674,1.052219535,0.246418116,-0.088795136,0.459423692,-0.40439571,-0.447212805,-0.997130941,-0.570776367
7.008,-0.630755485,0.202293539,1.102086713,0.080705584,1.050750132,0.253563955,-0.099585151,0.456708229,-0.419994647,-0.455857494,-1.002501562,-0.537413812
7.024,-0.61344585,0.20330989,1.116853505,0.049516045,1.049112554,0.260667516,-0.110358483,0.454003083,-0.435666704,-0.463977406,-1.006495022,-0.503519128
7.04,-0.595916993,0.203836331,1.130186714,0.017920005,1.047306949,0.267728938,-0.121129204,0.451305209,-0.451389957,-0.471565269,-1.00905751,-0.469225214
7.056,-0.578191488,0.203867614,1.142061788,-0.013941792,1.045333251,0.274748306,-0.13191124,0.448610996,-0.467141763,-0.47861592,-1.010150548,-0.434669204
7.072,-0.560292173,0.203400709,1.152469831,-0.045926,1.043191174,0.281725647,-0.14271838,0.445916267,-0.482899001,-0.485126355,-1.009751451,-0.399990267
7.088,-0.5422419,0.202434829,1.161417687,-0.077888906,1.04088022,0.288660915,-0.153564271,0.443216276,-0.49863832,-0.491095743,-1.007853416,-0.36532737
7.104,-0.524063295,0.200971416,1.168927638,-0.109688628,1.03839968,0.295553987,-0.164462422,0.440505697,-0.514336385,-0.496525403,-1.004465216,-0.330817069
7.12,-0.505778519,0.199014099,1.175036734,-0.141187187,1.035748634,0.302404654,-0.175426201,0.437778615,-0.529970115,-0.501418753,-0.999610533,-0.296591429
7.136,-0.487409045,0.196568615,1.1797958,-0.172252401,1.032925954,0.309212608,-0.186468835,0.435028516,-0.545516909,-0.505781223,-0.993326964,-0.262776116
7.152,-0.468975455,0.193642709,1.183268154,-0.202759533,1.029930308,0.315977434,-0.197603401,0.432248262,-0.560954853,-0.509620143,-0.985664752,-0.229488728
7.168,-0.450497256,0.190246002,1.185528118,-0.232592664,1.026760161,0.322698603,-0.208842824,0.429430076,-0.576262905,-0.512944605,-0.976685295,-0.196837412
7.184,-0.43199272,0.186389851,1.186659366,-0.261645746,1.023413778,0.329375458,-0.220199864,0.426565519,-0.591421057,-0.515765309,-0.966459502,-0.164919773
7.2,-0.41347966,0.182087403,1.186753197,-0.28982199,1.019889402,0.336006881,-0.231686545,0.423645606,-0.606409742,-0.518094284,-0.955066652,-0.133823616
7.216,-0.394971691,0.177352567,1.185906736,-0.31703978,1.016184559,0.342592581,-0.243316396,0.420660204,-0.621212868,-0.519945147,-0.94259034,-0.103620424
7.232,-0.376483605,0.172201101,1.184221168,-0.343224507,1.012297099,0.34913113,-0.255101058,0.417598858,-0.635813493,-0.521332231,-0.92912011,-0.074374351
7.248,-0.358027687,0.166649622,1.181800137,-0.368314004,1.008224511,0.355621256,-0.267052509,0.414450185,-0.650196824,-0.522270878,-0.914747629,-0.04613618
7.264,-0.339614594,0.160715629,1.178748161,-0.392256778,1.003964103,0.362061503,-0.279182478,0.411201982,-0.664349509,-0.522777132,-0.899565683,-0.018945203
7.28,-0.321253357,0.154417348,1.175169227,-0.415011435,0.999513,0.368450217,-0.291502424,0.407841185,-0.678259643,-0.522867565,-0.883666803,0.007170249
7.296,-0.302951396,0.147773574,1.171165536,-0.436545956,0.99486815,0.374785534,-0.304023493,0.40435383,-0.691916755,-0.522559108,-0.867142043,0.032192127
7.312,-0.284714557,0.140803535,1.166836435,-0.456836863,0.990026332,0.381065365,-0.316756486,0.400725004,-0.705311775,-0.5218689,-0.850079949,0.056111859
7.328,-0.266547167,0.133526765,1.162277506,-0.475868296,0.984984158,0.387287379,-0.329711812,0.396938808,-0.71843699,-0.520814144,-0.832565693,0.078929488
7.344,-0.248452094,0.125962991,1.157579828,-0.49363105,0.97973808,0.393448992,-0.342899437,0.392978305,-0.731285986,-0.519411983,-0.814680391,0.100652745
7.36,-0.230430825,0.118132039,1.1528294,-0.510121605,0.974284401,0.399547345,-0.356328822,0.388825477,-0.743853576,-0.517679384,-0.796500578,0.121296128
7.376,-0.212483547,0.110053752,1.148106701,-0.525341159,0.968619279,0.40557929,-0.370008863,0.384461177,-0.756135731,-0.515633041,-0.778097838,0.140879982
7.392,-0.194609239,0.101747922,1.143486374,-0.539294695,0.962738738,0.41154137,-0.383947806,0.379865081,-0.768129499,-0.513289292,-0.759538568,0.159429614
